,Unnamed: 0,날짜,신문사,제목,분야
6,6,2024.10.26. 오후 8:04,매일경제,"“트럼프냐, 해리스냐 끝까지 모르겠다”…韓기업, 4개 시나리오 준비해야된다는데",경제
7,7,2024.10.26. 오후 8:04,매일경제,“서울 한복판 최고의 뷰에 39층 호텔”…남산 힐튼 자리에 들어선다는데,경제
8,8,2024.10.26. 오후 7:54,매일경제,"“가격 올려도 사먹을 거잖아”…‘배짱장사 1등’ 이 기업, 큰 코 다쳤다는데 [박민기의 월드버스]",경제
9,9,2024.10.26. 오후 7:47,한국경제,'연봉 1억' 킹산직이라더니…취준생이 가장 입사하고 싶은 회사는,경제
10,10,2024.10.26. 오후 7:32,TV조선,"'반도체의 겨울' 점친 모건스탠리 ""우리가 틀렸다""",경제
11,11,2024.10.26. 오후 7:30,TV조선,중동 불안 고조에 국제유가 '흔들'…국내 기름값 불붙이나,경제
12,12,2024.10.26. 오후 7:24,조선비즈,절임 배추 할인에 ‘오픈런’… 대형마트 완판 행렬,경제
13,13,2024.10.26. 오후 7:13,매일경제,“항문으로 넣을 줄은 몰랐다”…소량만 생산했는데 대박 난 ‘이 약’ [MK약국],IT
14,14,2024.10.26. 오후 7:12,매일경제,“내 집인데 어때” 베란다·화장실서 ‘뻑뻑’…간접흡연  민원 왜 줄지 않나,경제
15,15,2024.10.26. 오후 6:54,한국경제,사기만 하면 수천만원 시세차익…'내 집 마련' 몰랐던 사실,경제
16,16,2024.10.26. 오후 6:35,TV조선,"한은 총재 ""환율, 변동성에 중점 두고 조정 필요한지 볼 것""",경제
17,17,2024.10.26. 오후 6:35,한국경제,요즘은 손자에게 재산 물려준다는데…분산증여 '절세' 대박이네,경제
18,18,2024.10.26. 오후 6:28,이데일리,'30조 세수결손' 메울 보전대책은…9월 산업활동 지표 공개[기재부 주간예보],경제
19,19,2024.10.26. 오후 6:18,한경비즈니스,"""흑백요리사 셰프 모셔오라고""...유통가로 옮겨붙은 '미식 전쟁'",경제
20,20,2024.10.26. 오후 6:13,TV조선,자기소개서 가장 많이 쓴 기업…1위 현대차·2위 LG전자,경제
21,21,2024.10.26. 오후 6:11,한국경제,"""이러다 LG엔솔 따라잡을 판""…증권가 놀라게 한 '이 회사' [한경우의 케이스스터디]",경제
22,22,2024.10.26. 오후 6:10,한국경제,"비트코인, 美 대선 때마다 100% 이상 오른다? [블록체인 Web 3.0 리포트]",경제
23,23,2024.10.26. 오후 6:05,TV조선,괴산 절임배추 가격 동결…20㎏ 한 상자 4만원,경제
24,24,2024.10.26. 오후 6:03,TV조선,대형마트 절임배추 '2만원대 판매'에 오픈런·완판,경제
25,25,2024.10.26. 오후 6:01,한경비즈니스,"이재명 ""의정 갈등으로 국민 불편, 정부 태도 변화 필요해""",경제
26,26,2024.10.26. 오후 5:57,한경비즈니스,"두바이 초콜릿, 다시 유행하나...다이소 '파격가'에 출시",경제
27,27,2024.10.26. 오후 5:56,조선일보,대형마트 절임 배추 할인 행사에 오픈런·최단 기간 완판,경제
28,28,2024.10.26. 오후 5:54,매일경제,“작년에 3210억 그냥 날렸는데”…4천만명 가입 ‘이것’ 이젠 쉽게 받으세요,경제
29,29,2024.10.26. 오후 5:49,매일경제,"“전세계약 기가 막히네”…계약 기간 남았는데 경매라니, 뭐부터 해야 하죠?",경제
30,30,2024.10.26. 오후 5:41,이데일리,농림축산식품부 주간 계획(10월27일~11월2일),경제
31,31,2024.10.26. 오후 5:31,이데일리,"中, 수입 식품 관리 강화에…한국 식품 불합격 건수 67%↑[食세계]",경제
32,32,2024.10.26. 오후 5:28,매일경제,“이거 곰팡이 아냐?” 아까운 김치 다 버렸는데…정체 알고보니 ‘맙소사’,경제
33,33,2024.10.26. 오후 5:24,한국경제,"""순식간에 매진""…마트 문도 안 열었는데 주부들 '우르르'",경제
34,34,2024.10.26. 오후 4:58,TV조선,엔비디아 시총 애플 턱 밑까지 추격…장중 시총 1위 탈환,경제
35,35,2024.10.26. 오후 4:58,파이낸셜뉴스,"동부이촌동에 뜬 '재건축 신' 한형기...""내말대로 하면""",경제
36,36,2024.10.26. 오후 4:54,TV조선,주유소 기름값 2주 연속 상승...중동 불안 고조에 국제유가 '흔들',경제
37,37,2024.10.26. 오후 4:48,이데일리,"이창용 총재 ""환율, 특정목표치보다 변동성에 중점 두고 주목""",경제
38,38,2024.10.26. 오후 4:43,한국경제,"""2등은 거들떠보지 않는다""…삼성전자 향한 '무서운 경고' [위기의 삼성전자 上]",경제
39,39,2024.10.26. 오후 4:22,매일경제,"“취업하고 싶은 회사 ‘확’ 바뀌었네”…취준생, 가장 입사하고 싶은 곳은 ‘이곳’",경제
40,40,2024.10.26. 오후 4:11,파이낸셜뉴스,"사우디 ""이스라엘, 이란 공격은 주권·국제법 침해""",경제
41,41,2024.10.26. 오후 4:07,한국경제,"""충주를 깊게 들여다 보는 계기가 됐어요""",경제
42,42,2024.10.26. 오후 4:01,한국경제,"'AI 투자 솔루션' 벨라 프로토콜, 이용자 10만명 유치…""정보봇 출시 예정""",경제
43,43,2024.10.26. 오후 4:00,한국경제,"""이렇게 혜택 많을 줄은…"" 국세청 '세금 포인트'의 비밀",경제
44,44,2024.10.26. 오후 3:47,이데일리,"인도네시아, 아이폰16 판매 사실상 금지…이유는",경제
45,45,2024.10.26. 오후 3:21,조선일보,"외국인 창업가 절반, 지원 받아도 한국 떠나...""비자 문제""",경제
0,0,2024.10.27. 오후 10:02,매일경제,미래에셋 IRP 상위 1% 수익률 보니…빅테크 ETF·인도펀드 담았네,경제
1,1,2024.10.27. 오후 9:42,매일경제,"“그놈의 업데이트 때문에”…美선 그냥 안넘어간 전산 먹통, 소송액이 무려",경제
2,2,2024.10.27. 오후 9:32,한국경제TV,베트남 여행 비상…태풍 다낭 습격,경제
3,3,2024.10.27. 오후 9:24,한국경제TV,올 겨울 제주 '레드향' 귀할 듯,경제
4,4,2024.10.27. 오후 9:21,경향신문,“부양 급하지 않다”…‘금리 인하 실기론’ 반박한 한은 총재,경제
5,5,2024.10.27. 오후 9:21,경향신문,"삼성전자 ‘위기론’ 커지는데…‘취임 2주년’ 이재용 회장, 답 내놓을까",경제
6,6,2024.10.27. 오후 9:11,한국경제TV,'벽에 붙인 바나나' 경매 예상가 20억원,경제
7,7,2024.10.27. 오후 9:06,경향신문,“낚이기 전 악성앱 상시 감시 중요…부모님 폰에 예방앱 깔아드리세요”,경제
8,8,2024.10.27. 오후 9:06,경향신문,보이스피싱범은 갤럭시폰을 노린다[알낚모털],경제
9,9,2024.10.27. 오후 9:04,경향신문,인천공항 ‘연예인 출입구’ 백지화,경제
10,10,2024.10.27. 오후 9:03,이데일리,"김소연 피씨엘 대표, 尹 대통령·김건희 여사와 친분?[화제의 바이오人]",IT
11,11,2024.10.27. 오후 9:00,경향신문,신세계백화점 ‘한우데이’ 행사[포토뉴스],경제
12,12,2024.10.27. 오후 8:54,한국경제TV,"""지금이 한창인데""…美 주식 주간거래 연내 재개 '난망'",경제
13,13,2024.10.27. 오후 8:43,매일경제,강릉해변에 퍼진 커피향 … 44만명 홀렸다,사회
14,14,2024.10.27. 오후 8:40,경향신문,서비스 종료해놓고 “무료 공항택시” 광고…‘부킹닷컴’ 과징금,경제
15,15,2024.10.27. 오후 8:40,경향신문,세수 결손 메우려 ‘복리후생’까지 꼼수 증세,경제
16,16,2024.10.27. 오후 8:40,매일경제,“그나마 韓기업 반도체 보조금에 숨통 트였는데”...트럼프 되면 취소할수도,세계
17,17,2024.10.27. 오후 8:39,경향신문,"LG전자, 베를린 도로 위 ‘교통안전 솔루션’",경제
18,18,2024.10.27. 오후 8:39,경향신문,"포스코, 아르헨티나 수산화리튬 1단계 공장 준공…“남미 최대 규모”",경제
19,19,2024.10.27. 오후 8:38,경향신문,"‘성장률 쇼크’와 기업 실적 부진…증시·환율, 회복 기미조차 안 보여",경제
20,20,2024.10.27. 오후 8:37,경향신문,‘이자 장사’ 3분기도 역대급인데 예대금리차 더 벌리는 시중은행,경제
21,21,2024.10.27. 오후 8:37,경향신문,프랜차이즈 ‘필수품목 협의제’ 무력화하는 가맹본부 계약서,경제
22,22,2024.10.27. 오후 8:33,한국경제,"韓, 자금세탁방지 '최고 등급'…北은 14년째 고위험국",경제
23,23,2024.10.27. 오후 8:21,한경비즈니스,"대한항공, 1위의 차별화 [베스트 애널리스트 추천 종목]",경제
24,24,2024.10.27. 오후 8:20,한경비즈니스,재개발사업과 토지 소유자의 분양권[김민수의 법으로 읽는 부동산],경제
25,25,2024.10.27. 오후 7:52,매일경제,“무려 400조가 움직인다”…뺏고 빼앗는 이 전쟁 불붙었다는데,경제
26,26,2024.10.27. 오후 7:42,매일경제,"“한국과 일본, EU처럼 뭉쳐야 산다”…새 조약 맺으라는 이들의 제안 들어보니",세계
27,27,2024.10.27. 오후 7:33,이데일리,"""오스틴강 요리 맛봐요"" LGU+, 내달 24일 디지털 디톡스 행사",IT
28,28,2024.10.27. 오후 7:28,한겨레,‘반도체 위기’ 이재용 침묵 장기화…안팎 “의사결정 구조 불투명”,경제
29,29,2024.10.27. 오후 7:25,파이낸셜뉴스,"최태원 회장, 내년 APEC CEO 서밋 의장 맡는다",경제
30,30,2024.10.27. 오후 7:20,한국경제TV,유럽인 1시간 더 잔다…서머타임 끝,경제
31,31,2024.10.27. 오후 7:20,TV조선,"[포커스] ""노인 연령 높이자""…이중근 부영 회장의 파격 제안",경제
32,32,2024.10.27. 오후 7:20,한겨레,사람 대신 쇼핑·항공권 예약…구글 ‘AI 비서’ 연말 공개,경제
33,33,2024.10.27. 오후 7:17,TV조선,"[단독] 배민, 4년전에는 ""수수료 안 올린다""…공정위 회의록 보니",경제
34,34,2024.10.27. 오후 7:15,TV조선,'적에서 동지로' 정의선-아키오 만났다…현대차·토요타 '맞손',경제
35,35,2024.10.27. 오후 7:03,매일경제,주6일 근무 부활할까…파격 결정 연이어 내놓는 대기업은 어디,경제
36,36,2024.10.27. 오후 6:37,이데일리,[포토]'줌바로 하나되는 댄싱마스터',경제
37,37,2024.10.27. 오후 6:32,파이낸셜뉴스,"""가상자산, 투기자산 넘어 '결제·탈중앙화' 금융시스템 기초 형성""[한미재무학회, 석학의 제언]",경제
38,38,2024.10.27. 오후 6:31,파이낸셜뉴스,"NH농협카드, 영락보린원 찾아 햅쌀 후원",경제
39,39,2024.10.27. 오후 6:30,이데일리,"“백종원, 韓 고든 램지” 평가까지…더본코리아 청약 열기 이어지나",경제
0,0,2024.10.28. 오후 11:06,한국경제,"뉴욕증시, 상승 출발…실적시즌 본격 돌입",경제
1,1,2024.10.28. 오후 10:50,매일경제,"“60만원 도수치료, 20만원씩 3회로 쪼개는 수법”…7억원 보험금 부당청구, 300명 적발",경제
2,2,2024.10.28. 오후 10:48,이데일리,반도체 종사 우리 국민 中서 구속…첫 반간첩법 적용됐나,경제
3,3,2024.10.28. 오후 10:40,매일경제,"얼마만의 희소식이냐…수십조 적자 이 기업, 3조 태양광사업 수주 눈앞",경제
4,4,2024.10.28. 오후 10:40,조선일보,AI로 못난이 감귤 골라낸다...제조업에 AI 활용 프로젝트에 민관 3.7조 투입,경제
5,5,2024.10.28. 오후 10:30,매일경제,"토스, 고객정보 3000만건 무단 이용…금감원, 과징금 53.7억·과태료 6.2억 부과",경제
6,6,2024.10.28. 오후 10:25,한국경제,"""폭스바겐,독일 3개공장 폐쇄와 수만명 해고 계획""",경제
7,7,2024.10.28. 오후 10:24,경향신문,"현대차그룹, 강릉 커피축제서 ‘휠체어 무료 대여’[포토뉴스]",경제
8,8,2024.10.28. 오후 10:18,경향신문,"서민주택 사업 ‘짠물’, 지자체 ‘돈 가뭄’…민생은 ‘타는 목마름’",경제
9,9,2024.10.28. 오후 10:18,경향신문,"‘기재부, 국회 패싱’ 논란…야당 “예산 변경 땐 국회 승인받아야”",경제
10,10,2024.10.28. 오후 10:17,경향신문,주택기금까지 끌어와 세수 펑크 메우는 정부,경제
11,11,2024.10.28. 오후 9:53,한국경제,"아시아나 조종사노조 ""화물사업부 매각 무효""…효력정지 가처분 신청",경제
12,12,2024.10.28. 오후 9:45,경향신문,"롯데·신세계, ‘디지털 광고 시장’서 장외전",경제
13,13,2024.10.28. 오후 9:45,경향신문,"CU, 편의점 업계 최초 ‘방문택배’ 서비스",경제
14,14,2024.10.28. 오후 9:44,한국경제,"[뉴스 한줌] ""유통사업으로 영역을 확장할 계획이다.""",경제
15,15,2024.10.28. 오후 9:44,경향신문,‘한우데이’맞이 반값 ‘소프라이즈’ 행사,경제
16,16,2024.10.28. 오후 9:41,경향신문,"고려아연 경영권, 국민연금 선택에 ‘향배’",경제
17,17,2024.10.28. 오후 9:40,경향신문,SK(주) “실적 상관없이 주당 최소 5000원 매년 배당할 것”,경제
18,18,2024.10.28. 오후 9:39,경향신문,"‘전지’적 반등 시점, 캐즘 탈출 보인다",경제
19,19,2024.10.28. 오후 9:39,경향신문,"백종원의 더본, 상장까지 순항할까…“가맹점주 부담 경감에 초점 맞출 것”",경제
20,20,2024.10.28. 오후 9:38,TV조선,[따져보니] 공항 '연예인 전용문'…시행 직전 백지화 이유는?,경제
21,21,2024.10.28. 오후 9:38,경향신문,"이 한 잔의 여유, 11월부턴 ‘+200원’",경제
22,22,2024.10.28. 오후 9:38,매일경제,출생률 찔끔 올랐는데 집값은 쑥…정책대출 쏟아낸 정부 ‘우왕좌왕’,경제
23,23,2024.10.28. 오후 9:33,TV조선,커피·설탕·달걀까지…기후 변화에 전세계 '물가 비상',경제
24,24,2024.10.28. 오후 9:32,경향신문,내달 ‘광역 서울사랑상품권’ 600억 추가 발행,경제
25,25,2024.10.28. 오후 9:31,TV조선,'1명의 벽'에 막혀…9년째 등기 못하는 아파트,경제
26,26,2024.10.28. 오후 9:29,매일경제,"중국 판매량 ‘우수수’ 폭스바겐…獨 공장 3곳 폐쇄, 전 직원 임금 삭감 추진",생활
27,27,2024.10.28. 오후 9:18,매일경제,적금 이자 연 13.5% 줍니다… ‘이 기업’ 다니면 파격 혜택 본다는데,경제
28,28,2024.10.28. 오후 9:16,매일경제,상장 철회한 케이뱅크…비상장주식 투자자 ‘멘붕’,경제
29,29,2024.10.28. 오후 8:47,매일경제,‘여자 아베’가 뜬다고?...자민당 과반 확보 실패에 ‘식물총리론’ 솔솔,경제
30,30,2024.10.28. 오후 8:44,매일경제,"HLB그룹, 국내 효소 생산 기업 제노포커스 인수",경제
31,31,2024.10.28. 오후 8:37,파이낸셜뉴스,"장재훈 현대차 사장 ""수소사회 리더될 것""",경제
32,32,2024.10.28. 오후 8:36,동아일보,"정부, 2년째 세수펑크에 기금 ‘영끌’…서민 위한 주택기금도 끌어쓴다",경제
0,0,2024.10.29. 오후 11:23,한국경제TV,"토스, 국내서 IPO 접는다...미국 증시 상장 추진",경제
1,1,2024.10.29. 오후 11:20,이데일리,美 9월 구인건수 740만건…3년여만에 최저,경제
2,2,2024.10.29. 오후 11:16,한국경제,국채금리 상승속 하락출발한 美증시 상승 전환 시도,경제
3,3,2024.10.29. 오후 11:16,매일경제,"출산·양육 지원금 팍팍 썼더니…이 회사, 직원 한 명당 매출액이 무려",경제
4,4,2024.10.29. 오후 10:58,매일경제,한전의 반성문,경제
5,5,2024.10.29. 오후 10:54,매일경제,“이 나라 직장인들은 회식 할 맛 나겠네”…주머니 역대급으로 두둑해졌다는데,경제
6,6,2024.10.29. 오후 10:48,한국경제,美 9월 상품무역적자 1082억달러…2년 만에 최대,경제
7,7,2024.10.29. 오후 10:40,조선비즈,"임재택 한양증권 대표, 임직원 16명과 마라톤 풀코스 완주",경제
8,8,2024.10.29. 오후 10:38,한경비즈니스,"녹색전환연구소 ""기후대응에 연간 130조 이상 써야""",경제
9,9,2024.10.29. 오후 10:28,이데일리,"남화영 전기안전公 사장, 직무청렴계약 체결 “솔선수범 문화 정착”",경제
10,10,2024.10.29. 오후 10:24,한국경제,비트코인 랠리…6월 이후 첫 7만1000달러 돌파,경제
11,11,2024.10.29. 오후 10:14,이데일리,"한전, 올해도 태양광 겸직 임직원 다수 적발…“머리 숙여 사과”",경제
12,12,2024.10.29. 오후 10:10,조선일보,"이복현 금융감독원장  “KB금융, 리스크 관리 안일함 없나”",경제
13,13,2024.10.29. 오후 9:50,이데일리,"[마켓인]동국제강, 차입금 90% 만기 1년도 안 남았다…상환 능력 관심",경제
